DIA_TRANSPORTE,"AMBA","MOTIVO_ATSF","GENERO","TIPO_TRANSPORTE",CANT_TRJ,"DATO_PRELIMINAR"
2021-01-01,"SI","MONOTRIBUTO SOCIAL","M","SUBTE",47,"NO"
2021-01-01,"SI","MONOTRIBUTO SOCIAL","M","TOTAL",2960,"NO"
2021-01-01,"SI","MONOTRIBUTO SOCIAL","M","TREN",217,"NO"
2021-01-01,"SI","OTRO","F","COLECTIVO",1075,"NO"
2021-01-01,"SI","OTRO","F","LANCHA",0,"NO"
2021-01-01,"SI","OTRO","F","SUBTE",30,"NO"
2021-01-01,"SI","OTRO","F","TOTAL",1097,"NO"
2021-01-01,"SI","OTRO","F","TREN",100,"NO"
2021-01-01,"SI","OTRO","M","COLECTIVO",662,"NO"
2021-01-01,"SI","OTRO","M","LANCHA",0,"NO"
2021-01-01,"SI","OTRO","M","SUBTE",16,"NO"
2021-01-01,"SI","OTRO","M","TOTAL",676,"NO"
2021-01-01,"SI","OTRO","M","TREN",55,"NO"
2021-01-01,"SI","PENSION","F","COLECTIVO",11760,"NO"
2021-01-01,"SI","PENSION","F","LANCHA",0,"NO"
2021-01-01,"SI","PENSION","F","SUBTE",159,"NO"
2021-01-01,"SI","PENSION","F","TOTAL",11939,"NO"
2021-01-01,"SI","PENSION","F","TREN",810,"NO"
2021-01-01,"SI","PENSION","M","COLECTIVO",5546,"NO"
2021-01-01,"SI","PENSION","M","LANCHA",0,"NO"
2021-01-01,"SI","PENSION","M","SUBTE",96,"NO"
2021-01-01,"SI","PENSION","M","TOTAL",5621,"NO"
2021-01-01,"SI","PENSION","M","TREN",377,"NO"
2021-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",13134,"NO"
2021-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2021-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",274,"NO"
2021-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",13383,"NO"
2021-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",1186,"NO"
2021-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",168,"NO"
2021-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2021-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",7,"NO"
2021-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",172,"NO"
2021-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",20,"NO"
2021-01-01,"SI","PROGRESAR","F","COLECTIVO",5230,"NO"
2021-01-01,"SI","PROGRESAR","F","LANCHA",0,"NO"
2021-01-01,"SI","PROGRESAR","F","SUBTE",96,"NO"
2021-01-01,"SI","PROGRESAR","F","TOTAL",5350,"NO"
2021-01-01,"SI","PROGRESAR","F","TREN",437,"NO"
2021-01-01,"SI","PROGRESAR","M","COLECTIVO",2853,"NO"
2021-01-01,"SI","PROGRESAR","M","LANCHA",0,"NO"
2021-01-01,"SI","PROGRESAR","M","SUBTE",67,"NO"
2021-01-01,"SI","PROGRESAR","M","TOTAL",2948,"NO"
2021-01-01,"SI","PROGRESAR","M","TREN",260,"NO"
2021-01-02,"NO",,,"COLECTIVO",95471,"NO"
2021-01-02,"NO",,,"LANCHA",1,"NO"
2021-01-02,"NO",,,"SUBTE",0,"NO"
2021-01-02,"NO",,,"TOTAL",95472,"NO"
2021-01-02,"NO",,,"TREN",0,"NO"
2021-01-02,"NO",,"F","COLECTIVO",44731,"NO"
2021-01-02,"NO",,"F","LANCHA",14,"NO"
2021-01-02,"NO",,"F","SUBTE",0,"NO"
2021-01-02,"NO",,"F","TOTAL",44745,"NO"
2021-01-02,"NO",,"F","TREN",0,"NO"
2021-01-02,"NO",,"M","COLECTIVO",34257,"NO"
2021-01-02,"NO",,"M","LANCHA",8,"NO"
2021-01-02,"NO",,"M","SUBTE",0,"NO"
2021-01-02,"NO",,"M","TOTAL",34265,"NO"
2021-01-02,"NO",,"M","TREN",0,"NO"
2021-01-02,"NO","AUH","F","COLECTIVO",26237,"NO"
2021-01-02,"NO","AUH","F","LANCHA",3,"NO"
2021-01-02,"NO","AUH","F","SUBTE",0,"NO"
2021-01-02,"NO","AUH","F","TOTAL",26240,"NO"
2021-01-02,"NO","AUH","F","TREN",0,"NO"
2021-01-02,"NO","AUH","M","COLECTIVO",749,"NO"
2021-01-02,"NO","AUH","M","LANCHA",0,"NO"
2021-01-02,"NO","AUH","M","SUBTE",0,"NO"
2021-01-02,"NO","AUH","M","TOTAL",749,"NO"
2021-01-02,"NO","AUH","M","TREN",0,"NO"
2021-01-02,"NO","JUBILACION","F","COLECTIVO",20696,"NO"
2021-01-02,"NO","JUBILACION","F","LANCHA",1,"NO"
2021-01-02,"NO","JUBILACION","F","SUBTE",0,"NO"
2021-01-02,"NO","JUBILACION","F","TOTAL",20697,"NO"
2021-01-02,"NO","JUBILACION","F","TREN",0,"NO"
2021-01-02,"NO","JUBILACION","M","COLECTIVO",12355,"NO"
2021-01-02,"NO","JUBILACION","M","LANCHA",1,"NO"
2021-01-02,"NO","JUBILACION","M","SUBTE",0,"NO"
2021-01-02,"NO","JUBILACION","M","TOTAL",12356,"NO"
2021-01-02,"NO","JUBILACION","M","TREN",0,"NO"
2021-01-02,"NO","MONOTRIBUTO SOCIAL","F","COLECTIVO",2453,"NO"
2021-01-02,"NO","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2021-01-02,"NO","MONOTRIBUTO SOCIAL","F","SUBTE",0,"NO"
2021-01-02,"NO","MONOTRIBUTO SOCIAL","F","TOTAL",2453,"NO"
2021-01-02,"NO","MONOTRIBUTO SOCIAL","F","TREN",0,"NO"
2021-01-02,"NO","MONOTRIBUTO SOCIAL","M","COLECTIVO",1241,"NO"
2021-01-02,"NO","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2021-01-02,"NO","MONOTRIBUTO SOCIAL","M","SUBTE",0,"NO"
2021-01-02,"NO","MONOTRIBUTO SOCIAL","M","TOTAL",1241,"NO"
2021-01-02,"NO","MONOTRIBUTO SOCIAL","M","TREN",0,"NO"
2021-01-02,"NO","OTRO","F","COLECTIVO",1038,"NO"
2021-01-02,"NO","OTRO","F","LANCHA",0,"NO"
2021-01-02,"NO","OTRO","F","SUBTE",0,"NO"
2021-01-02,"NO","OTRO","F","TOTAL",1038,"NO"
2021-01-02,"NO","OTRO","F","TREN",0,"NO"
2021-01-02,"NO","OTRO","M","COLECTIVO",477,"NO"
2021-01-02,"NO","OTRO","M","LANCHA",0,"NO"
2021-01-02,"NO","OTRO","M","SUBTE",0,"NO"
2021-01-02,"NO","OTRO","M","TOTAL",477,"NO"
2021-01-02,"NO","OTRO","M","TREN",0,"NO"
2021-01-02,"NO","PENSION","F","COLECTIVO",13377,"NO"
2021-01-02,"NO","PENSION","F","LANCHA",0,"NO"
2021-01-02,"NO","PENSION","F","SUBTE",0,"NO"
2021-01-02,"NO","PENSION","F","TOTAL",13377,"NO"
2021-01-02,"NO","PENSION","F","TREN",0,"NO"
2021-01-02,"NO","PENSION","M","COLECTIVO",6120,"NO"
2021-01-02,"NO","PENSION","M","LANCHA",1,"NO"
2021-01-02,"NO","PENSION","M","SUBTE",0,"NO"
2021-01-02,"NO","PENSION","M","TOTAL",6121,"NO"
2021-01-02,"NO","PENSION","M","TREN",0,"NO"
2021-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",9884,"NO"
2021-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2021-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",0,"NO"
2021-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",9884,"NO"
2021-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",0,"NO"
2021-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",97,"NO"
2021-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2021-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",0,"NO"
2021-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",97,"NO"
2021-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",0,"NO"
2021-01-02,"NO","PROGRESAR","F","COLECTIVO",5608,"NO"
2021-01-02,"NO","PROGRESAR","F","LANCHA",0,"NO"
2021-01-02,"NO","PROGRESAR","F","SUBTE",0,"NO"
2021-01-02,"NO","PROGRESAR","F","TOTAL",5608,"NO"
2021-01-02,"NO","PROGRESAR","F","TREN",0,"NO"
2021-01-02,"NO","PROGRESAR","M","COLECTIVO",2828,"NO"
2021-01-02,"NO","PROGRESAR","M","LANCHA",0,"NO"
2021-01-02,"NO","PROGRESAR","M","SUBTE",0,"NO"
2021-01-02,"NO","PROGRESAR","M","TOTAL",2828,"NO"
2021-01-02,"NO","PROGRESAR","M","TREN",0,"NO"
2021-01-02,"SI",,,"COLECTIVO",368575,"NO"
2021-01-02,"SI",,,"LANCHA",0,"NO"
2021-01-02,"SI",,,"SUBTE",20398,"NO"
2021-01-02,"SI",,,"TOTAL",387768,"NO"
2021-01-02,"SI",,,"TREN",51744,"NO"
2021-01-02,"SI",,"F","COLECTIVO",205515,"NO"
2021-01-02,"SI",,"F","LANCHA",0,"NO"
2021-01-02,"SI",,"F","SUBTE",9658,"NO"
2021-01-02,"SI",,"F","TOTAL",214520,"NO"
2021-01-02,"SI",,"F","TREN",28550,"NO"
2021-01-02,"SI",,"M","COLECTIVO",185702,"NO"
2021-01-02,"SI",,"M","LANCHA",0,"NO"
2021-01-02,"SI",,"M","SUBTE",10965,"NO"
2021-01-02,"SI",,"M","TOTAL",195509,"NO"
2021-01-02,"SI",,"M","TREN",31852,"NO"
2021-01-02,"SI","AUH","F","COLECTIVO",99830,"NO"
2021-01-02,"SI","AUH","F","LANCHA",0,"NO"
2021-01-02,"SI","AUH","F","SUBTE",1712,"NO"
2021-01-02,"SI","AUH","F","TOTAL",101219,"NO"
2021-01-02,"SI","AUH","F","TREN",11630,"NO"
2021-01-02,"SI","AUH","M","COLECTIVO",4310,"NO"
2021-01-02,"SI","AUH","M","LANCHA",0,"NO"
2021-01-02,"SI","AUH","M","SUBTE",128,"NO"
2021-01-02,"SI","AUH","M","TOTAL",4388,"NO"
2021-01-02,"SI","AUH","M","TREN",621,"NO"
2021-01-02,"SI","JUBILACION","F","COLECTIVO",68976,"NO"
2021-01-02,"SI","JUBILACION","F","LANCHA",0,"NO"
2021-01-02,"SI","JUBILACION","F","SUBTE",1314,"NO"
2021-01-02,"SI","JUBILACION","F","TOTAL",70175,"NO"
2021-01-02,"SI","JUBILACION","F","TREN",5735,"NO"
2021-01-02,"SI","JUBILACION","M","COLECTIVO",36797,"NO"
2021-01-02,"SI","JUBILACION","M","LANCHA",0,"NO"
2021-01-02,"SI","JUBILACION","M","SUBTE",726,"NO"
2021-01-02,"SI","JUBILACION","M","TOTAL",37443,"NO"
2021-01-02,"SI","JUBILACION","M","TREN",3089,"NO"
2021-01-02,"SI","MONOTRIBUTO SOCIAL","F","COLECTIVO",10973,"NO"
2021-01-02,"SI","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2021-01-02,"SI","MONOTRIBUTO SOCIAL","F","SUBTE",261,"NO"
2021-01-02,"SI","MONOTRIBUTO SOCIAL","F","TOTAL",11170,"NO"
2021-01-02,"SI","MONOTRIBUTO SOCIAL","F","TREN",1336,"NO"
2021-01-02,"SI","MONOTRIBUTO SOCIAL","M","COLECTIVO",7165,"NO"
2021-01-02,"SI","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2021-01-02,"SI","MONOTRIBUTO SOCIAL","M","SUBTE",176,"NO"
2021-01-02,"SI","MONOTRIBUTO SOCIAL","M","TOTAL",7304,"NO"
2021-01-02,"SI","MONOTRIBUTO SOCIAL","M","TREN",891,"NO"
2021-01-02,"SI","OTRO","F","COLECTIVO",2823,"NO"
2021-01-02,"SI","OTRO","F","LANCHA",0,"NO"
2021-01-02,"SI","OTRO","F","SUBTE",87,"NO"
2021-01-02,"SI","OTRO","F","TOTAL",2884,"NO"
2021-01-02,"SI","OTRO","F","TREN",363,"NO"
2021-01-02,"SI","OTRO","M","COLECTIVO",1560,"NO"
2021-01-02,"SI","OTRO","M","LANCHA",0,"NO"
2021-01-02,"SI","OTRO","M","SUBTE",55,"NO"
2021-01-02,"SI","OTRO","M","TOTAL",1606,"NO"
2021-01-02,"SI","OTRO","M","TREN",240,"NO"
2021-01-02,"SI","PENSION","F","COLECTIVO",32161,"NO"
2021-01-02,"SI","PENSION","F","LANCHA",0,"NO"
2021-01-02,"SI","PENSION","F","SUBTE",573,"NO"
2021-01-02,"SI","PENSION","F","TOTAL",32650,"NO"
2021-01-02,"SI","PENSION","F","TREN",3569,"NO"
2021-01-02,"SI","PENSION","M","COLECTIVO",13619,"NO"
2021-01-02,"SI","PENSION","M","LANCHA",0,"NO"
2021-01-02,"SI","PENSION","M","SUBTE",276,"NO"
2021-01-02,"SI","PENSION","M","TOTAL",13833,"NO"
2021-01-02,"SI","PENSION","M","TREN",1453,"NO"
2021-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",44000,"NO"
2021-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2021-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",1267,"NO"
2021-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",44737,"NO"
2021-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",6139,"NO"
2021-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",445,"NO"
2021-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2021-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",30,"NO"
2021-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",460,"NO"
2021-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",72,"NO"
2021-01-02,"SI","PROGRESAR","F","COLECTIVO",13779,"NO"
2021-01-02,"SI","PROGRESAR","F","LANCHA",0,"NO"
2021-01-02,"SI","PROGRESAR","F","SUBTE",399,"NO"
2021-01-02,"SI","PROGRESAR","F","TOTAL",14154,"NO"
2021-01-02,"SI","PROGRESAR","F","TREN",1886,"NO"
2021-01-02,"SI","PROGRESAR","M","COLECTIVO",6072,"NO"
2021-01-02,"SI","PROGRESAR","M","LANCHA",0,"NO"
2021-01-02,"SI","PROGRESAR","M","SUBTE",196,"NO"
2021-01-02,"SI","PROGRESAR","M","TOTAL",6300,"NO"
2021-01-02,"SI","PROGRESAR","M","TREN",959,"NO"
2021-01-03,"NO",,,"COLECTIVO",65614,"NO"
2021-01-03,"NO",,,"LANCHA",0,"NO"
2021-01-03,"NO",,,"SUBTE",0,"NO"
2021-01-03,"NO",,,"TOTAL",65614,"NO"
2021-01-03,"NO",,,"TREN",0,"NO"
2021-01-03,"NO",,"F","COLECTIVO",28029,"NO"
2021-01-03,"NO",,"F","LANCHA",12,"NO"
2021-01-03,"NO",,"F","SUBTE",0,"NO"
2021-01-03,"NO",,"F","TOTAL",28041,"NO"
2021-01-03,"NO",,"F","TREN",0,"NO"
2021-01-03,"NO",,"M","COLECTIVO",23513,"NO"
2021-01-03,"NO",,"M","LANCHA",5,"NO"
2021-01-03,"NO",,"M","SUBTE",0,"NO"
2021-01-03,"NO",,"M","TOTAL",23518,"NO"
2021-01-03,"NO",,"M","TREN",0,"NO"
2021-01-03,"NO","AUH","F","COLECTIVO",17977,"NO"
2021-01-03,"NO","AUH","F","LANCHA",0,"NO"
2021-01-03,"NO","AUH","F","SUBTE",0,"NO"
2021-01-03,"NO","AUH","F","TOTAL",17977,"NO"
2021-01-03,"NO","AUH","F","TREN",0,"NO"
2021-01-03,"NO","AUH","M","COLECTIVO",516,"NO"
2021-01-03,"NO","AUH","M","LANCHA",0,"NO"
2021-01-03,"NO","AUH","M","SUBTE",0,"NO"
2021-01-03,"NO","AUH","M","TOTAL",516,"NO"
2021-01-03,"NO","AUH","M","TREN",0,"NO"
2021-01-03,"NO","JUBILACION","F","COLECTIVO",12734,"NO"
2021-01-03,"NO","JUBILACION","F","LANCHA",1,"NO"
2021-01-03,"NO","JUBILACION","F","SUBTE",0,"NO"
2021-01-03,"NO","JUBILACION","F","TOTAL",12735,"NO"
2021-01-03,"NO","JUBILACION","F","TREN",0,"NO"
2021-01-03,"NO","JUBILACION","M","COLECTIVO",7176,"NO"
2021-01-03,"NO","JUBILACION","M","LANCHA",0,"NO"
2021-01-03,"NO","JUBILACION","M","SUBTE",0,"NO"
2021-01-03,"NO","JUBILACION","M","TOTAL",7176,"NO"
2021-01-03,"NO","JUBILACION","M","TREN",0,"NO"
2021-01-03,"NO","MONOTRIBUTO SOCIAL","F","COLECTIVO",1504,"NO"
2021-01-03,"NO","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2021-01-03,"NO","MONOTRIBUTO SOCIAL","F","SUBTE",0,"NO"
2021-01-03,"NO","MONOTRIBUTO SOCIAL","F","TOTAL",1504,"NO"
2021-01-03,"NO","MONOTRIBUTO SOCIAL","F","TREN",0,"NO"
2021-01-03,"NO","MONOTRIBUTO SOCIAL","M","COLECTIVO",777,"NO"
2021-01-03,"NO","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2021-01-03,"NO","MONOTRIBUTO SOCIAL","M","SUBTE",0,"NO"
2021-01-03,"NO","MONOTRIBUTO SOCIAL","M","TOTAL",777,"NO"
2021-01-03,"NO","MONOTRIBUTO SOCIAL","M","TREN",0,"NO"
2021-01-03,"NO","OTRO","F","COLECTIVO",681,"NO"
2021-01-03,"NO","OTRO","F","LANCHA",0,"NO"
2021-01-03,"NO","OTRO","F","SUBTE",0,"NO"
2021-01-03,"NO","OTRO","F","TOTAL",681,"NO"
2021-01-03,"NO","OTRO","F","TREN",0,"NO"
2021-01-03,"NO","OTRO","M","COLECTIVO",319,"NO"
2021-01-03,"NO","OTRO","M","LANCHA",0,"NO"
2021-01-03,"NO","OTRO","M","SUBTE",0,"NO"
2021-01-03,"NO","OTRO","M","TOTAL",319,"NO"
2021-01-03,"NO","OTRO","M","TREN",0,"NO"
2021-01-03,"NO","PENSION","F","COLECTIVO",8722,"NO"
2021-01-03,"NO","PENSION","F","LANCHA",0,"NO"
2021-01-03,"NO","PENSION","F","SUBTE",0,"NO"
2021-01-03,"NO","PENSION","F","TOTAL",8722,"NO"
