DIA_TRANSPORTE,"AMBA","MOTIVO_ATSF","GENERO","TIPO_TRANSPORTE",CANT_TRJ,"DATO_PRELIMINAR"
2023-01-01,"NO","PROGRESAR","F","TOTAL",6667,"NO"
2023-01-01,"NO","PROGRESAR","F","TREN",0,"NO"
2023-01-01,"NO","PROGRESAR","M","COLECTIVO",4318,"NO"
2023-01-01,"NO","PROGRESAR","M","LANCHA",0,"NO"
2023-01-01,"NO","PROGRESAR","M","SUBTE",0,"NO"
2023-01-01,"NO","PROGRESAR","M","TOTAL",4318,"NO"
2023-01-01,"NO","PROGRESAR","M","TREN",0,"NO"
2023-01-01,"SI",,,"COLECTIVO",210819,"NO"
2023-01-01,"SI",,,"LANCHA",0,"NO"
2023-01-01,"SI",,,"SUBTE",26247,"NO"
2023-01-01,"SI",,,"TOTAL",230533,"NO"
2023-01-01,"SI",,,"TREN",24685,"NO"
2023-01-01,"SI",,"F","COLECTIVO",94072,"NO"
2023-01-01,"SI",,"F","LANCHA",0,"NO"
2023-01-01,"SI",,"F","SUBTE",9837,"NO"
2023-01-01,"SI",,"F","TOTAL",101694,"NO"
2023-01-01,"SI",,"F","TREN",12381,"NO"
2023-01-01,"SI",,"M","COLECTIVO",100905,"NO"
2023-01-01,"SI",,"M","LANCHA",0,"NO"
2023-01-01,"SI",,"M","SUBTE",11577,"NO"
2023-01-01,"SI",,"M","TOTAL",109240,"NO"
2023-01-01,"SI",,"M","TREN",13955,"NO"
2023-01-01,"SI",,"X","COLECTIVO",1,"NO"
2023-01-01,"SI",,"X","LANCHA",0,"NO"
2023-01-01,"SI",,"X","SUBTE",0,"NO"
2023-01-01,"SI",,"X","TOTAL",1,"NO"
2023-01-01,"SI",,"X","TREN",0,"NO"
2023-01-01,"SI","AUH","F","COLECTIVO",35993,"NO"
2023-01-01,"SI","AUH","F","LANCHA",0,"NO"
2023-01-01,"SI","AUH","F","SUBTE",1169,"NO"
2023-01-01,"SI","AUH","F","TOTAL",36650,"NO"
2023-01-01,"SI","AUH","F","TREN",2777,"NO"
2023-01-01,"SI","AUH","M","COLECTIVO",1711,"NO"
2023-01-01,"SI","AUH","M","LANCHA",0,"NO"
2023-01-01,"SI","AUH","M","SUBTE",78,"NO"
2023-01-01,"SI","AUH","M","TOTAL",1750,"NO"
2023-01-01,"SI","AUH","M","TREN",135,"NO"
2023-01-01,"SI","JUBILACION","F","COLECTIVO",38381,"NO"
2023-01-01,"SI","JUBILACION","F","LANCHA",0,"NO"
2023-01-01,"SI","JUBILACION","F","SUBTE",2060,"NO"
2023-01-01,"SI","JUBILACION","F","TOTAL",39920,"NO"
2023-01-01,"SI","JUBILACION","F","TREN",3209,"NO"
2023-01-01,"SI","JUBILACION","M","COLECTIVO",17295,"NO"
2023-01-01,"SI","JUBILACION","M","LANCHA",0,"NO"
2023-01-01,"SI","JUBILACION","M","SUBTE",1032,"NO"
2023-01-01,"SI","JUBILACION","M","TOTAL",18047,"NO"
2023-01-01,"SI","JUBILACION","M","TREN",1644,"NO"
2023-01-01,"SI","MONOTRIBUTO SOCIAL","F","COLECTIVO",6653,"NO"
2023-01-01,"SI","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2023-01-01,"SI","MONOTRIBUTO SOCIAL","F","SUBTE",346,"NO"
2023-01-01,"SI","MONOTRIBUTO SOCIAL","F","TOTAL",6837,"NO"
2023-01-01,"SI","MONOTRIBUTO SOCIAL","F","TREN",624,"NO"
2023-01-01,"SI","MONOTRIBUTO SOCIAL","M","COLECTIVO",4646,"NO"
2023-01-01,"SI","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2023-01-01,"SI","MONOTRIBUTO SOCIAL","M","SUBTE",249,"NO"
2023-01-01,"SI","MONOTRIBUTO SOCIAL","M","TOTAL",4793,"NO"
2023-01-01,"SI","MONOTRIBUTO SOCIAL","M","TREN",459,"NO"
2023-01-01,"SI","OTRO","F","COLECTIVO",5862,"NO"
2023-01-01,"SI","OTRO","F","LANCHA",0,"NO"
2023-01-01,"SI","OTRO","F","SUBTE",311,"NO"
2023-01-01,"SI","OTRO","F","TOTAL",6044,"NO"
2023-01-01,"SI","OTRO","F","TREN",523,"NO"
2023-01-01,"SI","OTRO","M","COLECTIVO",4706,"NO"
2023-01-01,"SI","OTRO","M","LANCHA",0,"NO"
2023-01-01,"SI","OTRO","M","SUBTE",241,"NO"
2023-01-01,"SI","OTRO","M","TOTAL",4871,"NO"
2023-01-01,"SI","OTRO","M","TREN",460,"NO"
2023-01-01,"SI","PENSION","F","COLECTIVO",13082,"NO"
2023-01-01,"SI","PENSION","F","LANCHA",0,"NO"
2023-01-01,"SI","PENSION","F","SUBTE",559,"NO"
2023-01-01,"SI","PENSION","F","TOTAL",13428,"NO"
2023-01-01,"SI","PENSION","F","TREN",1157,"NO"
2023-01-01,"SI","PENSION","M","COLECTIVO",7616,"NO"
2023-01-01,"SI","PENSION","M","LANCHA",0,"NO"
2023-01-01,"SI","PENSION","M","SUBTE",341,"NO"
2023-01-01,"SI","PENSION","M","TOTAL",7851,"NO"
2023-01-01,"SI","PENSION","M","TREN",711,"NO"
2023-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",14236,"NO"
2023-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2023-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",862,"NO"
2023-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",14730,"NO"
2023-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",1852,"NO"
2023-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",189,"NO"
2023-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2023-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",21,"NO"
2023-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",203,"NO"
2023-01-01,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",31,"NO"
2023-01-01,"SI","PROGRESAR","F","COLECTIVO",13401,"NO"
2023-01-01,"SI","PROGRESAR","F","LANCHA",0,"NO"
2023-01-01,"SI","PROGRESAR","F","SUBTE",838,"NO"
2023-01-01,"SI","PROGRESAR","F","TOTAL",13924,"NO"
2023-01-01,"SI","PROGRESAR","F","TREN",1486,"NO"
2023-01-01,"SI","PROGRESAR","M","COLECTIVO",7484,"NO"
2023-01-01,"SI","PROGRESAR","M","LANCHA",0,"NO"
2023-01-01,"SI","PROGRESAR","M","SUBTE",482,"NO"
2023-01-01,"SI","PROGRESAR","M","TOTAL",7792,"NO"
2023-01-01,"SI","PROGRESAR","M","TREN",802,"NO"
2023-01-02,"NO",,,"COLECTIVO",181537,"NO"
2023-01-02,"NO",,,"LANCHA",7,"NO"
2023-01-02,"NO",,,"SUBTE",0,"NO"
2023-01-02,"NO",,,"TOTAL",181707,"NO"
2023-01-02,"NO",,,"TREN",192,"NO"
2023-01-02,"NO",,"F","COLECTIVO",120521,"NO"
2023-01-02,"NO",,"F","LANCHA",3,"NO"
2023-01-02,"NO",,"F","SUBTE",0,"NO"
2023-01-02,"NO",,"F","TOTAL",120592,"NO"
2023-01-02,"NO",,"F","TREN",102,"NO"
2023-01-02,"NO",,"M","COLECTIVO",85899,"NO"
2023-01-02,"NO",,"M","LANCHA",6,"NO"
2023-01-02,"NO",,"M","SUBTE",0,"NO"
2023-01-02,"NO",,"M","TOTAL",85989,"NO"
2023-01-02,"NO",,"M","TREN",102,"NO"
2023-01-02,"NO","AUH","F","COLECTIVO",52844,"NO"
2023-01-02,"NO","AUH","F","LANCHA",0,"NO"
2023-01-02,"NO","AUH","F","SUBTE",0,"NO"
2023-01-02,"NO","AUH","F","TOTAL",52850,"NO"
2023-01-02,"NO","AUH","F","TREN",10,"NO"
2023-01-02,"NO","AUH","M","COLECTIVO",1852,"NO"
2023-01-02,"NO","AUH","M","LANCHA",0,"NO"
2023-01-02,"NO","AUH","M","SUBTE",0,"NO"
2023-01-02,"NO","AUH","M","TOTAL",1852,"NO"
2023-01-02,"NO","AUH","M","TREN",0,"NO"
2023-01-02,"NO","JUBILACION","F","COLECTIVO",65192,"NO"
2023-01-02,"NO","JUBILACION","F","LANCHA",5,"NO"
2023-01-02,"NO","JUBILACION","F","SUBTE",0,"NO"
2023-01-02,"NO","JUBILACION","F","TOTAL",65211,"NO"
2023-01-02,"NO","JUBILACION","F","TREN",20,"NO"
2023-01-02,"NO","JUBILACION","M","COLECTIVO",30623,"NO"
2023-01-02,"NO","JUBILACION","M","LANCHA",1,"NO"
2023-01-02,"NO","JUBILACION","M","SUBTE",0,"NO"
2023-01-02,"NO","JUBILACION","M","TOTAL",30634,"NO"
2023-01-02,"NO","JUBILACION","M","TREN",16,"NO"
2023-01-02,"NO","MONOTRIBUTO SOCIAL","F","COLECTIVO",7081,"NO"
2023-01-02,"NO","MONOTRIBUTO SOCIAL","F","LANCHA",2,"NO"
2023-01-02,"NO","MONOTRIBUTO SOCIAL","F","SUBTE",0,"NO"
2023-01-02,"NO","MONOTRIBUTO SOCIAL","F","TOTAL",7087,"NO"
2023-01-02,"NO","MONOTRIBUTO SOCIAL","F","TREN",4,"NO"
2023-01-02,"NO","MONOTRIBUTO SOCIAL","M","COLECTIVO",3659,"NO"
2023-01-02,"NO","MONOTRIBUTO SOCIAL","M","LANCHA",1,"NO"
2023-01-02,"NO","MONOTRIBUTO SOCIAL","M","SUBTE",0,"NO"
2023-01-02,"NO","MONOTRIBUTO SOCIAL","M","TOTAL",3660,"NO"
2023-01-02,"NO","MONOTRIBUTO SOCIAL","M","TREN",3,"NO"
2023-01-02,"NO","OTRO","F","COLECTIVO",8829,"NO"
2023-01-02,"NO","OTRO","F","LANCHA",1,"NO"
2023-01-02,"NO","OTRO","F","SUBTE",0,"NO"
2023-01-02,"NO","OTRO","F","TOTAL",8830,"NO"
2023-01-02,"NO","OTRO","F","TREN",0,"NO"
2023-01-02,"NO","OTRO","M","COLECTIVO",5010,"NO"
2023-01-02,"NO","OTRO","M","LANCHA",0,"NO"
2023-01-02,"NO","OTRO","M","SUBTE",0,"NO"
2023-01-02,"NO","OTRO","M","TOTAL",5010,"NO"
2023-01-02,"NO","OTRO","M","TREN",0,"NO"
2023-01-02,"NO","PENSION","F","COLECTIVO",30288,"NO"
2023-01-02,"NO","PENSION","F","LANCHA",0,"NO"
2023-01-02,"NO","PENSION","F","SUBTE",0,"NO"
2023-01-02,"NO","PENSION","F","TOTAL",30293,"NO"
2023-01-02,"NO","PENSION","F","TREN",8,"NO"
2023-01-02,"NO","PENSION","M","COLECTIVO",16386,"NO"
2023-01-02,"NO","PENSION","M","LANCHA",0,"NO"
2023-01-02,"NO","PENSION","M","SUBTE",0,"NO"
2023-01-02,"NO","PENSION","M","TOTAL",16388,"NO"
2023-01-02,"NO","PENSION","M","TREN",4,"NO"
2023-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",24692,"NO"
2023-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",1,"NO"
2023-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",0,"NO"
2023-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",24699,"NO"
2023-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",9,"NO"
2023-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",199,"NO"
2023-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2023-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",0,"NO"
2023-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",199,"NO"
2023-01-02,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",0,"NO"
2023-01-02,"NO","PROGRESAR","F","COLECTIVO",23592,"NO"
2023-01-02,"NO","PROGRESAR","F","LANCHA",1,"NO"
2023-01-02,"NO","PROGRESAR","F","SUBTE",0,"NO"
2023-01-02,"NO","PROGRESAR","F","TOTAL",23593,"NO"
2023-01-02,"NO","PROGRESAR","F","TREN",1,"NO"
2023-01-02,"NO","PROGRESAR","M","COLECTIVO",12292,"NO"
2023-01-02,"NO","PROGRESAR","M","LANCHA",0,"NO"
2023-01-02,"NO","PROGRESAR","M","SUBTE",0,"NO"
2023-01-02,"NO","PROGRESAR","M","TOTAL",12295,"NO"
2023-01-02,"NO","PROGRESAR","M","TREN",4,"NO"
2023-01-02,"SI",,,"COLECTIVO",804371,"NO"
2023-01-02,"SI",,,"LANCHA",0,"NO"
2023-01-02,"SI",,,"SUBTE",135175,"NO"
2023-01-02,"SI",,,"TOTAL",900422,"NO"
2023-01-02,"SI",,,"TREN",185725,"NO"
2023-01-02,"SI",,"F","COLECTIVO",467655,"NO"
2023-01-02,"SI",,"F","LANCHA",0,"NO"
2023-01-02,"SI",,"F","SUBTE",69222,"NO"
2023-01-02,"SI",,"F","TOTAL",510446,"NO"
2023-01-02,"SI",,"F","TREN",101537,"NO"
2023-01-02,"SI",,"M","COLECTIVO",392110,"NO"
2023-01-02,"SI",,"M","LANCHA",0,"NO"
2023-01-02,"SI",,"M","SUBTE",66529,"NO"
2023-01-02,"SI",,"M","TOTAL",437298,"NO"
2023-01-02,"SI",,"M","TREN",108347,"NO"
2023-01-02,"SI",,"X","COLECTIVO",4,"NO"
2023-01-02,"SI",,"X","LANCHA",0,"NO"
2023-01-02,"SI",,"X","SUBTE",2,"NO"
2023-01-02,"SI",,"X","TOTAL",5,"NO"
2023-01-02,"SI",,"X","TREN",1,"NO"
2023-01-02,"SI","AUH","F","COLECTIVO",155121,"NO"
2023-01-02,"SI","AUH","F","LANCHA",0,"NO"
2023-01-02,"SI","AUH","F","SUBTE",7879,"NO"
2023-01-02,"SI","AUH","F","TOTAL",158806,"NO"
2023-01-02,"SI","AUH","F","TREN",33126,"NO"
2023-01-02,"SI","AUH","M","COLECTIVO",7361,"NO"
2023-01-02,"SI","AUH","M","LANCHA",0,"NO"
2023-01-02,"SI","AUH","M","SUBTE",464,"NO"
2023-01-02,"SI","AUH","M","TOTAL",7601,"NO"
2023-01-02,"SI","AUH","M","TREN",1880,"NO"
2023-01-02,"SI","JUBILACION","F","COLECTIVO",188556,"NO"
2023-01-02,"SI","JUBILACION","F","LANCHA",0,"NO"
2023-01-02,"SI","JUBILACION","F","SUBTE",12786,"NO"
2023-01-02,"SI","JUBILACION","F","TOTAL",195617,"NO"
2023-01-02,"SI","JUBILACION","F","TREN",25674,"NO"
2023-01-02,"SI","JUBILACION","M","COLECTIVO",81390,"NO"
2023-01-02,"SI","JUBILACION","M","LANCHA",0,"NO"
2023-01-02,"SI","JUBILACION","M","SUBTE",6559,"NO"
2023-01-02,"SI","JUBILACION","M","TOTAL",85153,"NO"
2023-01-02,"SI","JUBILACION","M","TREN",12536,"NO"
2023-01-02,"SI","MONOTRIBUTO SOCIAL","F","COLECTIVO",29866,"NO"
2023-01-02,"SI","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2023-01-02,"SI","MONOTRIBUTO SOCIAL","F","SUBTE",1944,"NO"
2023-01-02,"SI","MONOTRIBUTO SOCIAL","F","TOTAL",30728,"NO"
2023-01-02,"SI","MONOTRIBUTO SOCIAL","F","TREN",6335,"NO"
2023-01-02,"SI","MONOTRIBUTO SOCIAL","M","COLECTIVO",17221,"NO"
2023-01-02,"SI","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2023-01-02,"SI","MONOTRIBUTO SOCIAL","M","SUBTE",1212,"NO"
2023-01-02,"SI","MONOTRIBUTO SOCIAL","M","TOTAL",17888,"NO"
2023-01-02,"SI","MONOTRIBUTO SOCIAL","M","TREN",4191,"NO"
2023-01-02,"SI","OTRO","F","COLECTIVO",26237,"NO"
2023-01-02,"SI","OTRO","F","LANCHA",0,"NO"
2023-01-02,"SI","OTRO","F","SUBTE",1848,"NO"
2023-01-02,"SI","OTRO","F","TOTAL",27041,"NO"
2023-01-02,"SI","OTRO","F","TREN",5325,"NO"
2023-01-02,"SI","OTRO","M","COLECTIVO",16876,"NO"
2023-01-02,"SI","OTRO","M","LANCHA",0,"NO"
2023-01-02,"SI","OTRO","M","SUBTE",1264,"NO"
2023-01-02,"SI","OTRO","M","TOTAL",17526,"NO"
2023-01-02,"SI","OTRO","M","TREN",3948,"NO"
2023-01-02,"SI","OTRO","X","COLECTIVO",1,"NO"
2023-01-02,"SI","OTRO","X","LANCHA",0,"NO"
2023-01-02,"SI","OTRO","X","SUBTE",0,"NO"
2023-01-02,"SI","OTRO","X","TOTAL",1,"NO"
2023-01-02,"SI","OTRO","X","TREN",0,"NO"
2023-01-02,"SI","PENSION","F","COLECTIVO",56731,"NO"
2023-01-02,"SI","PENSION","F","LANCHA",0,"NO"
2023-01-02,"SI","PENSION","F","SUBTE",3411,"NO"
2023-01-02,"SI","PENSION","F","TOTAL",58312,"NO"
2023-01-02,"SI","PENSION","F","TREN",11193,"NO"
2023-01-02,"SI","PENSION","M","COLECTIVO",28738,"NO"
2023-01-02,"SI","PENSION","M","LANCHA",0,"NO"
2023-01-02,"SI","PENSION","M","SUBTE",1772,"NO"
2023-01-02,"SI","PENSION","M","TOTAL",29723,"NO"
2023-01-02,"SI","PENSION","M","TREN",5804,"NO"
2023-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",89153,"NO"
2023-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2023-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",7548,"NO"
2023-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",91526,"NO"
2023-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",23695,"NO"
2023-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",866,"NO"
2023-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2023-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",98,"NO"
2023-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",918,"NO"
2023-01-02,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",260,"NO"
2023-01-02,"SI","PROGRESAR","F","COLECTIVO",52746,"NO"
2023-01-02,"SI","PROGRESAR","F","LANCHA",0,"NO"
2023-01-02,"SI","PROGRESAR","F","SUBTE",4177,"NO"
2023-01-02,"SI","PROGRESAR","F","TOTAL",54762,"NO"
2023-01-02,"SI","PROGRESAR","F","TREN",11359,"NO"
2023-01-02,"SI","PROGRESAR","M","COLECTIVO",23835,"NO"
2023-01-02,"SI","PROGRESAR","M","LANCHA",0,"NO"
2023-01-02,"SI","PROGRESAR","M","SUBTE",1961,"NO"
2023-01-02,"SI","PROGRESAR","M","TOTAL",24915,"NO"
2023-01-02,"SI","PROGRESAR","M","TREN",5429,"NO"
2023-01-02,"SI","PROGRESAR","X","COLECTIVO",1,"NO"
2023-01-02,"SI","PROGRESAR","X","LANCHA",0,"NO"
2023-01-02,"SI","PROGRESAR","X","SUBTE",0,"NO"
2023-01-02,"SI","PROGRESAR","X","TOTAL",1,"NO"
2023-01-02,"SI","PROGRESAR","X","TREN",0,"NO"
2023-01-03,"NO",,,"COLECTIVO",205347,"NO"
2023-01-03,"NO",,,"LANCHA",4,"NO"
2023-01-03,"NO",,,"SUBTE",0,"NO"
2023-01-03,"NO",,,"TOTAL",205510,"NO"
2023-01-03,"NO",,,"TREN",199,"NO"
2023-01-03,"NO",,"F","COLECTIVO",137256,"NO"
2023-01-03,"NO",,"F","LANCHA",9,"NO"
2023-01-03,"NO",,"F","SUBTE",0,"NO"
2023-01-03,"NO",,"F","TOTAL",137338,"NO"
2023-01-03,"NO",,"F","TREN",106,"NO"
2023-01-03,"NO",,"M","COLECTIVO",95218,"NO"
2023-01-03,"NO",,"M","LANCHA",11,"NO"
2023-01-03,"NO",,"M","SUBTE",0,"NO"
2023-01-03,"NO",,"M","TOTAL",95326,"NO"
2023-01-03,"NO",,"M","TREN",131,"NO"
2023-01-03,"NO","AUH","F","COLECTIVO",61474,"NO"
2023-01-03,"NO","AUH","F","LANCHA",1,"NO"
2023-01-03,"NO","AUH","F","SUBTE",0,"NO"
2023-01-03,"NO","AUH","F","TOTAL",61483,"NO"
2023-01-03,"NO","AUH","F","TREN",14,"NO"
2023-01-03,"NO","AUH","M","COLECTIVO",2083,"NO"
2023-01-03,"NO","AUH","M","LANCHA",0,"NO"
2023-01-03,"NO","AUH","M","SUBTE",0,"NO"
2023-01-03,"NO","AUH","M","TOTAL",2083,"NO"
2023-01-03,"NO","AUH","M","TREN",2,"NO"
2023-01-03,"NO","JUBILACION","F","COLECTIVO",75979,"NO"
2023-01-03,"NO","JUBILACION","F","LANCHA",3,"NO"
2023-01-03,"NO","JUBILACION","F","SUBTE",0,"NO"
2023-01-03,"NO","JUBILACION","F","TOTAL",76007,"NO"
2023-01-03,"NO","JUBILACION","F","TREN",37,"NO"
2023-01-03,"NO","JUBILACION","M","COLECTIVO",34181,"NO"
2023-01-03,"NO","JUBILACION","M","LANCHA",2,"NO"
2023-01-03,"NO","JUBILACION","M","SUBTE",0,"NO"
